sentiment,message
0,"Your shopping cart is terrible. Even though I've cancelled my order through payments system you guys still charged my credit card. Fix it before I call the relevant authority.

Sincerely,
Margaret Jefferson"
4,"Good afternoon,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Thank you,
Kel Varnsen"
4,"Can you please close my account? I am moving to Georgia and won't have need of your service there.

Cheers,
Jim"
0,"To Whom It May Concern:

Why does your website have to be so damn complicated? All I want to do is teach myself to cook, is that really so hard? I know a lot of people and I plan on telling them all about this little incident."
0,"To Whom It May Concern:

Your online store is terrible. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? I've had it up to here with you galahs. One more problem and I'm outa here!"
3,"Hello,

Thank you for all your help so far, your staff have been a delight!

When I log in it gives me a dirty, great big error message! This happens every week. Can you please refund me the correct amount?

That aside, Thank you for all your help so far, your staff have been a delight!

Cheers,
Jane"
2,"Hello,

You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Your website is terrible. I've been searching the store for A Tale of Two Cities by Dickins but can't find it. It's a bestseller so I assume it has to be in stock right? I know a lot of people and I plan on telling them all about this little incident.

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

"
1,"Why does your payments system have to be so damn complicated? All I want to do is wash the dog, is that really so hard? Fix it before I call the company directors.

Thanks"
4,"Hey,

For some reason I can't seem to log into your online store. When I log in it gives me a dirty, great big error message! This happens most days. How do I go about browse?

Thank you for all your help so far, your staff have been a delight!

Mary"
4,"Hey,

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

Jane"
3,Do you deliver internationally? I live in Mauritania and would really like to order Lord of the Rings as I can't find it anywhere here.
0,"To Whom It May Concern:

What is wrong with your delivery system?! When I log in it gives me a dirty, great big error message! This happens at least once a week. If you don't fix this immediately I won't hesitate to report you to my lawyer."
4,"Hello,

Do you deliver internationally? I live in Brunei and would really like to order Lord of the Rings as I can't find it anywhere here.

Walter Cronkite"
0,"

What is wrong with your delivery system?! Even though I've cancelled my order through website you guys still charged my credit card. Give me what I want, or else! You guys are a pack of dickheads.You better start talking sense you dickheads otherwise I'm taking my business elsewhere!

A very angry customer"
2,"

Could somebody please help me, I'm completely lost and don't know what to do next. I'm having a problem with your payments system. I've been searching the store for Danielle Steel's Wanderlust but can't find it. It's a bestseller so I assume it has to be in stock right?.

"
2,"I've been searching the store for Gullivers Travels but can't find it. It's a bestseller so I assume it has to be in stock right? Please close my account, I have no further need of this service."
0,"Hello,

Your contact center is terrible. When I log in it gives me a dirty, great big error message! This happens every day. This time you've gone to far! You'll be hearing from the relevant authority, you can count on it."
3,"Hello,

For some reason I can't seem to log into your payments system. When I log in it gives me a dirty, great big error message! This happens every day. I just want someone to help me buy an item, that's all."
1,"Hi,

I just want someone to help me read a book, that's all. I'm having a problem with your contact center. When I log in it gives me a dirty, great big error message! This happens every day..

Jim"
5,What's your return policy? I just bought The Belgariad for my nephew and he absolutely HATES it. Wondering if I can exchange it for Lord of the Rings.
3,"To Whom It May Concern:

Congratulations on providing such a wonderful and convenient service. It is truly an Internet treasure.

How do I go about learn how to run a marathon? I'm having a problem with your payments system. When I log in it gives me a dirty, great big error message! This happens every week..

That aside, You guys are the best, I tell all my friends about how much I love your site. Thanks so much.

Sincerely,
Amber"
